open,high,low,close,volume
62.91,62.95,62.115,62.3,31174933
62.55,63.77,62.42,63.62,24657686
63.69,63.8,63.025,63.54,17989534
63.49,63.7,63.12,63.55,14075557
63.84,64.1,63.405,63.55,17606085
63.52,63.54,62.8,63.24,10181580
63.21,64.07,63.21,63.27,9585506
63.4,63.4,62.83,62.99,11240805
62.86,63.2,62.73,62.9,8444209
62.98,62.99,62.03,62.15,17483688
62.76,62.84,62.125,62.57,16435995
62.48,62.75,62.12,62.3,15429637
62.19,62.66,62.03,62.3,17069869
62.38,63.15,62.04,62.84,16440221
62.79,63.08,62.54,62.65,13887243
62.73,63.07,62.28,62.62,13723652
62.61,63.23,62.43,63.16,17222903
63.09,63.4,61.95,62.61,17995223
62.62,62.865,62.35,62.685,14606611
62.67,62.7,62.03,62.52,14749095
62.67,62.7,62.12,62.49,13431945
62.31,62.98,62.195,62.29,14868654
62.66,62.82,62.37,62.73,22900027
62.7,63.1159,62.57,62.98,18034633
63.2,63.735,62.94,63.52,20092492
63.95,64.1,63.45,63.68,19656218
64.12,64.535,63.55,64.28,32126603
65.39,65.91,64.89,65.78,38320620
65.69,65.79,64.8,65.12,26555160
64.86,65.15,64.26,64.65,20404830
64.36,64.62,63.47,63.57,34117550
63.25,63.41,62.75,63.13,39017149
63.5,63.7,63.07,63.67,25803370
63.5,63.65,63.14,63.63,14212117
63.71,63.8,63.23,63.42,15715409
63.56,63.81,63.22,63.33,14227027
63.52,64.435,63.32,64.05,19086876
64.25,64.3,63.975,64,14569167
64.24,64.86,64.13,64.71,16969627
64.55,64.72,64.02,64.57,15711785
64.49,64.57,64.155,64.53,12789958
64.74,65.24,64.44,64.51,17220971
64.46,64.69,64.3,64.61,14864868
64.64,64.95,64.45,64.46,14724145
64.35,64.39,64.05,64.36,15214027
64.42,64.7285,64.195,64.62,16672741
64.49,64.8,64.135,64.62,17545357
64.54,64.54,64.045,64.22,13531600
64.08,64.2,63.76,63.98,17245026
64.16,64.99,64.0218,64.93,20817697
64.69,64.75,63.88,64,20858111
63.99,64.28,63.62,64.23,14855220
64,64.56,63.81,64.27,13531755
64.2,64.775,64.19,64.4,14263527
64.26,65.085,64.25,64.99,16415680
65.19,65.2,64.48,64.74,15773803
65.1,65.26,64.75,64.95,15541488
65.01,65.195,64.57,64.71,12765595
64.53,64.55,64.15,64.39,10680941
64.5,64.92,64.25,64.73,14088987
64.75,64.76,64.3,64.64,17178605
64.87,65.24,64.68,64.85,34569346
64.91,65.175,64.72,64.93,10023933
65.19,65.5,64.13,64.21,21579747
64.23,65.14,64.12,65.05,15890185
64.94,65.235,64.765,64.87,15290037
65.17,65.45,64.76,64.99,18510319
64.63,65.22,64.35,65.1,13401435
64.96,65.47,64.65,65.29,15775649
65.12,65.5,64.9475,65.48,11090707
65.42,65.98,65.36,65.71,12851700
65.65,66.19,65.45,65.87,15302983
65.81,65.94,65.19,65.55,15349446
65.39,65.81,65.28,65.73,10402128
66.3,66.35,65.4443,65.56,18152399
65.6,66.055,65.48,65.73,14744729
65.85,65.96,65.44,65.69,10993783
65.61,65.82,65.36,65.53,11263253
65.6,65.61,64.85,65.5,15929107
65.42,65.51,65.11,65.22,14342321
65.29,65.86,64.95,64.96,14561295
65.04,65.49,65.01,65.47,11975562
65.33,65.71,65.16,65.39,12899875
65.65,65.75,64.89,65.03,17990980
65.36,65.75,65.14,65.5,18229134
65.56,66.7,65.45,66.41,27485328
67.47,67.66,67.1,67.53,24937800
67.9,68.04,67.6,67.92,21868697
68.08,68.31,67.62,67.82,20489095
68.16,68.38,67.58,68.29,27000196
68.89,69.14,67.69,68.46,32410019
68.67,69.55,68.5,69.43,27119635
69.71,69.71,69.13,69.3,19179268
69.38,69.38,68.71,69.08,24576064
69.03,69.08,68.64,68.81,18561598
68.9,69.03,68.485,68.99,15644971
68.97,69.05,68.42,68.94,13890169
68.86,69.28,68.68,69.03,16849917
68.99,69.56,68.92,69.31,15254802
68.36,68.73,68.12,68.46,22425064
68.61,68.61,68.04,68.38,14153682
68.16,68.48,67.57,68.43,23337850
68.23,69.44,68.16,69.41,28250842
68.89,69.1,67.43,67.45,23586708
67.39,68.13,67.14,67.72,20967661
67.52,68.095,67.43,67.69,20641486
67.89,68.47,67.5,68.45,11423708
68.72,68.75,68.38,68.69,12398439
68.87,68.88,68.45,68.77,11426105
68.97,69.88,68.91,69.62,17091239
69.8,70.22,69.52,69.96,16791297
69.79,70.41,69.77,70.41,13709243
70.52,70.74,69.81,69.87,20186658
70.23,70.61,69.451,70.12,17511464
70.44,71.86,70.24,71.75,28961739
71.97,72.89,71.81,72.28,24816028
72.3,72.62,72.27,72.52,25548782
72.64,72.77,71.95,72.39,17551012
72.51,72.52,71.5,71.93,19767646
