open,high,low,close,volume
224.33,224.83,222.8,223.24,1405084
223.82,225.66,222.29,223.52,1340265
223.54,225.169,222.53,224.99,1235791
224.17,225.11,222.68,222.99,1295704
224.32,228.49,222.8,224.54,4054644
227,227.15,222.22,222.71,1935123
223.11,223.8,220.77,220.91,1401679
222.03,222.855,218.82,220,1825075
220.15,220.4,215,215.2,2698396
215.31,216.11,210.52,211.34,2533617
211.31,212.6,208.65,211.95,2217048
209.01,211.0999,200.5,200.77,6685294
203,203.2,196.2,197.78,4832382
199.02,203.25,199,202.82,3442023
205.5,206.4968,200.71,201.7,2614992
199.73,199.89,196.36,197.49,2614970
198.61,199.92,193.7,194.47,3031990
195.39,201.369,194.1,198.28,2873818
197.06,198.49,193.45,196.05,2916758
195.99,197.9248,194.8562,196.49,1567008
196.48,202.5193,196.4,200.24,2185735
200.15,205.7,199,205.4,2161229
207,209.43,205,206.34,1830197
206.85,207.75,203.91,204.52,1629068
206.24,207,201.56,205.2,2030694
206.4,207.28,203,206.28,1907075
205.99,210.18,205.67,207.45,2136818
206.5,211,206.5,209.03,1658334
209.65,209.9818,204.6093,205.89,2295358
207.58,208.25,205.26,206.27,1353461
205.6,207.33,200.58,200.7,2182820
202.42,204.98,199.55,204.01,1963389
212.3,215.6688,208.25,213.6575,5086498
213.1,213.32,208.82,211.4,2967767
212.24,213.15,208.12,208.45,1539157
202.46,204.2099,200.21,201.09,3888771
201,201.32,195.8,196.59,2877131
201.35,204.14,199.66,200.92,2753023
201.85,202.2,198.31,200.06,1935879
200.95,203.88,200.42,201.5,1623741
200.5,200.895,197.05,200.215,1812418
200.66,201.43,196.3,196.51,3144844
197.05,198.39,192,194.08,3265028
195.99,199.47,193.26,199.1,4446415
199.74,206.66,198.06,203.66,5548344
202.12,203,197.05,199.12,4164688
198.6,201.57,197.41,200.09,2189476
201,203.9452,200.25,202.76,2269753
202.9,204.69,201.2,202.37,1862938
201,203.19,200.1,202.34,2623373
211.34,213.7,201.65,204.01,11240917
204,205.32,199.83,200.08,3694654
202.49,202.49,195.81,197.72,3630341
198.04,198.5,188.105,190.82,5760928
190.05,192.6951,187.505,188.03,3498961
189.01,191.47,187.0401,187.42,2113497
189,193.46,185.96,190.56,4269185
193.59,194.29,190.05,193.19,3219145
193.51,197.49,191.26,194.93,2699201
186.94,192,183.95,190.07,6623183
191.05,191.61,180.42,185.35,5556171
184.24,188.88,183,188.57,3375200
188,188.25,178.19,181.42,5560643
182.78,186.43,182.05,183.77,3302754
182.65,184.73,181.21,183.93,2699732
183.49,189.49,182.1101,188.73,3527119
190.63,193,185,185.02,4366508
185.04,188.89,184.41,184.7,3268089
185.84,191.47,183.71,191.16,4600001
190.61,195.644,189,193.2013,4062465
193.64,197.2372,193.64,196.5455,1974473
195.48,199.35,194.55,196.12,3801913
195.56,196.73,189.5,189.57,3721885
191,191.89,187.5,189.39,2834260
188.25,188.53,181,181.87,4253608
182.88,184.88,180,181.45,3307965
182.51,188.89,182.51,186.71,3288285
185.52,186.58,182.6825,185.83,2863731
186.19,193.4,185,193.14,4597789
192.05,192.5,189.54,192.28,2639562
190.87,193.836,190.81,192.18,2166361
192.8,194.42,191.04,192.42,2023870
193.18,201.28,193,198.15,5822131
198.74,203,196.76,198.69,3567950
198.41,200.74,197.39,197.58,2684751
198.08,202.59,197.6,202.49,2989588
202.47,204.45,199.84,202.73,2943402
203.05,209,202.5,208.77,4027564
208.45,212.23,207.41,207.71,4576777
208.23,209.99,206.5,208.44,2654471
208,213.45,207.71,213.35,3769106
214.88,222.25,214.42,219.53,4840248
221.53,223.8,217.2,219.73,3163216
218.56,219.2,214.1225,214.65,3488636
216.3,217.5,211.68,213.72,3943927
215.3,220.33,210.96,216.98,4802025
214.75,228,214.31,226.98,9642856
226.42,227.48,221.95,226.75,5099844
226.93,230.31,225.45,229.01,4744632
228.97,231.92,228,231.25,3298611
232,232,226.89,229.75,3098465
229.07,229.98,226.68,229.74,3005942
229.06,230.7,225.58,229.58,3144888
230,237.85,229.59,237.75,5291841
236.7,239.96,234.37,235.75,3910024
236.65,239.71,235.58,238.35,3183542
247.25,248.68,240.75,243.76,6440125
245.46,246,243.01,244.67,3056313
245.85,250.8899,245.5,248.92,5090026
250,254.8,249.65,254.59,4048868
257.31,258.46,251.8,254.35,4231772
254.29,255.74,250.75,252.49,2568741
251.45,253,248.52,252.96,2550746
252.53,255.2899,247.1,250.62,3133290
249.24,255.89,247.7,251.99,3418345
253.05,253.2,249.05,249.23,3328153
248.34,252.42,247.71,251.54,2069074
251.91,252.15,249.68,251.33,1602109
251,257.82,250.63,257.77,2964419
258.19,260,256.42,257.46,3407375
257.35,263.36,256.2,261.98,3255029
266.25,271.18,266.15,269.2,6386079
269.79,270.95,266.11,269.19,3031517
270.74,280.7899,270.51,280.6,6027207
279.03,287.39,278.61,280.7657,6223028
280,282.24,276.44,279.71,4107302
277.52,280,268.5,268.95,5812719
265.8,272.89,264.15,272.23,5261749
275.45,281.4,274.0101,277.38,4607159
280.31,283.45,272.6,273.49,6341796
264,264.66,255.56,256,12171991
252.25,258.25,250.2,257,6944383
248.17,248.36,242.01,246.15,9576535
244.02,251,243.9,249.99,5029562
254.11,254.85,249.11,250.01,3928600
249.71,253.28,248.27,250.47,2875091
250.74,251.9,249,251.55,2477498
248.49,251.7,247.51,251.29,2843497
251.92,253.89,248.32,248.64,2826170
246.92,250.07,245.32,246.83,3110900
247.92,248.66,243,244.9,3288383
246.21,246.5,243,243.69,2593997
244.37,246.85,242.781,246.16,2399338
246.11,258.12,246.02,258.05,6604991
257.03,261,254.27,255.77,4058131
262.4,265.75,259.06,262.08,5812109
263.73,265.33,261.2,261.29,4845199
260.6,264.55,258.821,261.92,3022377
262.83,264.8,250.24,250.68,5939466
251.56,255.07,250.51,255.02,3214367
255.35,257.672,253.3,254.78,2740089
255.7,263.89,255.01,263.16,4837083
260.6,270.57,259.75,270.22,5209819
277.02,280.68,275,277.41,6371172
278.5,279.6,275.54,277.37,3024587
278.02,282,277.21,277.78,3517594
278.73,279.68,276.3197,278.31,2643446
286.9,299,284.58,298.52,11595010
297.28,304.81,294.53,303.68,8426564
302,304.88,294.2,295,6446102
296.8,301.94,294.1,298.69,4587516
297.5,302.69,297.15,302.54,3642579
309.15,313.7299,308.71,312.39,6270234
313.38,313.47,305.5,308.67,4728639
306.34,308.4481,296.32,296.84,5027726
296.7,307.39,295.3,304.28,8088452
302.7,304,298.68,301.38,3419332
299.7,300.8399,297.9,300.26,2454117
302.46,306.62,302.11,305.54,3144593
306.58,309.15,300.23,302.51,5132214
302,306.4,300.42,305.6,3723039
309.3,310.55,306.0215,307.93,4233184
308,313.98,305.86,313.8,5538025
312.35,314.5,309,310.17,3523245
311.69,313.09,307.5,308.65,2900610
309.49,314.8,308,314,3791221
314.88,327.25,314.81,322.84,6816155
324.01,327.6599,316.5601,318.9,4308795
317.67,321.53,310.45,310.78,5152573
307.435,307.77,290.7601,295.36,11653966
298,308.55,296.8,308.35,6695227
310.6,313.79,305.82,307.2,5969091
309.38,321.99,309.1,321.27,8158739
321.56,325.4,318.12,325.22,4754047
323.4,326,319.6,323.07,3902094
325.48,327,321.53,324.81,3451569
318.12,320.2,312.53,315.88,6216856
317.59,320.06,315.14,317.01,3414800
314.54,314.62,305.5,306,5504493
307,313.94,305.31,313.0599,4717688
315.5,316.5,310.2,310.74,3815323
312.64,314.37,306.8,310.3,3496532
310.46,310.73,303.48,303.86,3480878
306.51,311,305.4,310.22,4143315
